"user_id","test_option","sale_dt","category","orderid","sale_price","gender","age"
17696,0,20200223,1,"15000063063043",2700,"F",31
17696,0,20200223,7,"15000063063043",15700,"F",31
17543,0,20200224,3,"18000064707175",20630,"M",53
17543,0,20200219,6,"18000064171418",29470,"M",53
17484,1,20200213,4,"26000063033939",7960,"F",39
17484,1,20200213,9,"26000063033939",5960,"F",39
17484,1,20200213,1,"26000063035081",2750,"F",39
17484,1,20200213,1,"26000063035081",6880,"F",39
17484,1,20200225,2,"26000064094911",9500,"F",39
17484,1,20200214,9,"26000063033939",-5960,"F",39
17484,1,20200214,1,"26000063033939",-6880,"F",39
17484,1,20200222,1,"26000063772348",218990,"F",39
17484,1,20200226,3,"26000064126447",11400,"F",39
17484,1,20200226,7,"26000064126447",5350,"F",39
17484,1,20200210,6,"26000062750616",18900,"F",39
17484,1,20200210,6,"26000062750616",18900,"F",39
17484,1,20200215,9,"26000063163077",5820,"F",39
17484,1,20200226,3,"26000064126447",11400,"F",39
17484,1,20200226,3,"26000064126447",11400,"F",39
17484,1,20200211,6,"26000062801052",18900,"F",39
17484,1,20200222,2,"26000063771787",10930,"F",39
17484,1,20200222,2,"26000063771787",10930,"F",39
17484,1,20200223,0,"26000063805331",9730,"F",39
17484,1,20200214,4,"26000063033939",-7960,"F",39
17484,1,20200215,4,"26000063163077",8900,"F",39
17484,1,20200215,5,"26000063163077",8040,"F",39
17484,1,20200213,4,"26000063035081",7800,"F",39
17484,1,20200213,1,"26000063033939",6880,"F",39
17264,1,20200211,7,"31000063044537",12260,"F",47
17264,1,20200215,1,"31000063346359",13500,"F",47
17264,1,20200219,5,"31000063658686",10880,"F",47
17264,1,20200221,5,"31000063658686",-10880,"F",47
17264,1,20200221,5,"31000063658686",-10880,"F",47
17264,1,20200211,7,"31000063077565",9500,"F",47
17264,1,20200211,6,"31000063044537",12600,"F",47
17264,1,20200219,5,"31000063658686",10880,"F",47
17103,1,20200223,5,"31000064089609",367950,"F",55
16971,1,20200222,5,"31000063956077",12330,"F",35
16971,1,20200222,3,"31000063956077",9400,"F",35
16971,1,20200222,9,"31000063956077",7900,"F",35
16971,1,20200222,2,"31000063956077",8700,"F",35
16971,1,20200222,3,"31000063956077",4050,"F",35
16971,1,20200222,0,"31000063956077",12980,"F",35
16971,1,20200222,5,"31000063956077",13260,"F",35
16966,0,20200213,8,"29000063508684",11700,"F",28
16966,0,20200213,8,"29000063508684",5000,"F",28
16945,1,20200213,6,"11000062984192",3560,"F",39
16945,1,20200213,8,"11000063006591",3600,"F",39
16945,1,20200213,2,"11000063006591",2380,"F",39
16945,1,20200213,2,"11000063006591",2400,"F",39
16945,1,20200216,8,"11000063215708",35640,"F",39
16945,1,20200213,6,"11000062983874",10370,"F",39
16945,1,20200213,6,"11000062983874",-10370,"F",39
16945,1,20200213,8,"11000063006591",3600,"F",39
16945,1,20200213,5,"11000063006591",4090,"F",39
16696,0,20200213,8,"29000063542245",16780,"M",34
16696,0,20200213,3,"29000063542245",12500,"M",34
16696,0,20200217,3,"29000063853261",11690,"M",34
16696,0,20200225,9,"29000064567120",19800,"M",34
16696,0,20200225,9,"29000064567120",2500,"M",34
16696,0,20200211,3,"29000063348256",12500,"M",34
16696,0,20200226,3,"29000064729762",7800,"M",34
16696,0,20200210,9,"29000062729494",-68530,"M",34
16696,0,20200210,9,"29000062729494",-2500,"M",34
16696,0,20200217,8,"29000063853261",9900,"M",34
16696,0,20200226,3,"29000064729762",7800,"M",34
16696,0,20200226,3,"29000064729762",7800,"M",34
16696,0,20200226,3,"29000064729762",7800,"M",34
16696,0,20200219,3,"29000064046872",12900,"M",34
16641,1,20200216,9,"9000063041286",179540,"F",31
16641,1,20200216,9,"9000063041286",11460,"F",31
16641,1,20200216,4,"9000063041286",5670,"F",31
16641,1,20200222,7,"9000063536182",10750,"F",31
16641,1,20200216,0,"9000063041286",27500,"F",31
